label,tweet,clean_text_dl,clean_text_classical
love,"cinta mulai menutup logikaku dan meniupkan sukmanya ke dalam hatiku. Sehingga apapun yang kamu lakukan adalah sempurna bagiku, sampai aku tidak menemukan keganjilan dalam dirimu.",cinta mulai menutup logikaku dan meniupkan sukmanya ke dalam hatiku sehingga apapun yang kamu lakukan adalah sempurna bagiku sampai aku tidak menemukan keganjilan dalam dirimu,cinta mulai tutup logika tiup sukma hati apa kamu laku sempurna bagi aku temu ganjil diri
fear,"demi apapun baru aja ngalamin kejadian ini, pas gue balik ujian. siang2, lagi macet, tiba2 ada org gila ini teriak2 disamping gue jelas bgt omongannya kaya cerita dibawah ini. spot jantung gue, takut bgt sumpah",demi apapun baru saja ngalamin kejadian ini pas gue balik ujian siang lagi macet tiba ada orang gila ini teriak disamping gue jelas banget omongannya kayak cerita dibawah ini spot jantung gue takut banget sumpah,apa baru ngalamin jadi pas gue balik uji siang macet tiba orang gila teriak samping gue jelas banget omong kayak cerita bawah spot jantung gue takut banget sumpah
anger,[USERNAME] hallo min kuota saya masih 9GB tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [URL],halo min kuota saya masih gb tapi kok enggak bisa dipakai katanya kuota saya sudah habis ini bagaimana ya mohon bantuannya,halo min kuota gb kok enggak pakai kata kuota habis bagaimana mohon bantu
love,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] nek sinh mas drumer kui yo jelas cinta terindah no, kenangan tak terlupakan.. di mention wae cur..",nek sinh mas drumer kui ya jelas cinta terindah no kenangan tak terlupakan di mention wae cur,nek sinh mas drumer kui jelas cinta indah kenang tak lupa mention wae cur
sadness,"[Obrolan dengan dospem 1 & 2 di grup WA menjelang besok sidang] Dos 1: Fir, latar belakangmu masih kurang kuat~_~ Dos 2: Menurut saya, latar belakang sudah cukup, hanya kurang kuat di 'Tujuan penulisan' Saya: Baik sensei saya revisi *habis itu revisi bab 1*",obrolan dengan dospem di grup wa menjelang besok sidang dos fir latar belakangmu masih kurang kuat dos menurut saya latar belakang sudah cukup hanya kurang kuat di tujuan penulisan saya baik sensei saya revisi habis itu revisi bab,obrol dospem grup wa jelang besok sidang dos fir latar belakang kurang kuat dos latar belakang cukup kurang kuat tuju tulis baik sensei revisi habis revisi bab
sadness,"[USERNAME] [USERNAME] Sabar terus hehehee, engga mereka gatau kalau mereka tau aku udah diceramahin panjang lebar nanti disangka aku gak sayang Allah lah, dll:(",sabar terus hehe enggak mereka enggak tau kalau mereka tau aku sudah diceramahin panjang lebar nanti disangka aku enggak sayang allah lah dll,sabar terus hehe enggak enggak tau kalau tau aku diceramahin panjang lebar sangka aku enggak sayang allah lah
happy,"Tuhkan, apple tuh kalo kasih update ga tanggung - tanggung, hp yang paling jadul pun masih diberi update, ngga kaya android yang setelah setahun dua tahun udah ditinggalin :') [URL]",tuhkan apple tuh kalo kasih update enggak tanggung tanggung hp yang paling jadul pun masih diberi update enggak kayak android yang setelah setahun dua tahun sudah ditinggalin,tuhkan apple tuh kalo kasih update enggak tanggung tanggung hp paling jadul beri update enggak kayak android tahun tahun ditinggalin
love,rambutnya yang telah dan semakin memutih. Dan badannya serta lengannya tak lagi kuat untuk menjagamu dari bahaya. Papa telah menyelesaikan tugasnya.,rambutnya yang telah dan semakin memutih dan badannya serta lengannya tak lagi kuat untuk menjagamu dari bahaya papa telah menyelesaikan tugasnya,rambut makin mutih badan lengan tak kuat jaga bahaya papa selesai tugas
anger,"Nggak ngerti lagi sama ciwi-ciwi yang nyinyirin Via Vallen ini,. Dia itu korban sexual harassment loh. Sesusah itukah untuk saling support satu sama lain gurlzz?",enggak mengerti lagi sama ciwiciwi yang nyinyir via vallen ini dia itu korban sexual harassment loh sesusah itukah untuk saling support satu sama lain gurlzz,enggak erti sama ciwiciwi nyinyir via vallen korban sexual harassment loh susah itu saling support satu sama gurlzz
love,"Sayang banget sama orang2 ini. Semoga selalu sehat dan bahagia, diberikan limpahan rezeki dan jodoh yg baik. See u in another trip my loves! [URL]",sayang banget sama orang ini semoga selalu sehat dan bahagia diberikan limpahan rezeki dan jodoh yang baik sih lu ini another trip my loves,sayang banget sama orang moga selalu sehat bahagia beri limpah rezeki jodoh baik sih lu another trip loves
happy,"Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*",baru sehari masih ada beberapa hari ke depan yang lebih padat tapi sangat menyenangkan wish me luck and healthy saja deh buat seminggu ke depan fingers crossed,baru hari beberapa hari depan lebih padat sangat senang wish luck healthy deh buat minggu depan fingers crossed
sadness,"RT [USERNAME] Dia suka mengopi, tapi tidak bersamamu. Dia suka jalan-jalan, tapi bukan jalan denganmu. Dia suka apa saja yang juga kau suka, tapi dia tidak menyukaimu..",rt dia suka mengopi tapi tidak bersamamu dia suka jalanjalan tapi bukan jalan denganmu dia suka apa saja yang juga kau suka tapi dia tidak menyukaimu,rt suka kopi sama suka jalanjalan bukan jalan dengan suka apa kau suka suka
sadness,"[USERNAME] peng aku stalk akun twitternya juned dan memori SMA benar2 kyk otomatically re-play in my brain.... kangen kalian kangen [USERNAME] dan isinya, kangen ketawa ketiwi di kantin trs nongkrong di hums delima atau ke hums msg2 anggota buat mak",peng aku stalk akun twitternya juned dan memori sama benar kayak otomatically replay ini my brain kangen kalian kangen dan isinya kangen ketawa ketiwi di kantin terus nongkrong di hums delima atau ke hums msg anggota buat mak,peng aku stalk akun twitternya juned memori sama benar kayak otomatically replay brain kangen kalian kangen isi kangen ketawa ketiwi kantin terus nongkrong hums delima hums msg anggota buat mak
anger,sini berobat sama saya ini ngantri dokter saja sudah kek mau ngantri sembako panjang bener~,sini berobat sama saya ini mengantri dokter saja sudah kayak mau mengantri sembako panjang benar,sini obat sama antri dokter kayak mau antri sembako panjang benar
anger,"Jadi wanita jangan suka menghancurkan hubungan orang. Jgn bangga berhasil merusak kebahagian orang. Silahkan saja, tapi ga berkah bahagianya nanti hehe.",jadi wanita jangan suka menghancurkan hubungan orang jangan bangga berhasil merusak kebahagian orang silakan saja tapi enggak berkah bahagianya nanti hehe,jadi wanita jangan suka hancur hubung orang jangan bangga hasil rusak kebahagian orang sila enggak berkah bahagia hehe
love,HUAAAAA JUJUUUUDD SAYANG BANGET AIH!!! AKU HARAP JUGA JUJUD JUGA JANGAN PERNAH NINGGALIN KITA!,huaaaaa jujuuuudd sayang banget aih aku harap juga jujud juga jangan pernah meninggalkan kita,huaaaaa jujuuuudd sayang banget aih aku harap jujud jangan pernah tinggal
fear,"'Liv, jgn lupa ingetin gue ya kalo gue ngeluh mulu.' 'Liv, jgn lupa ingetin gue ya kalo positive vibe gue di dunia nyata dah mulai jarang' Apalagi ya",liv jangan lupa mengingatkan gue ya kalo gue ngeluh terus liv jangan lupa mengingatkan gue ya kalo positive vibe gue di dunia nyata deh mulai jarang apalagi ya,liv jangan lupa ingat gue kalo gue ngeluh terus liv jangan lupa ingat gue kalo positive vibe gue dunia nyata deh mulai jarang
love,AWW THANK YOU AININ SAYANG . AAMIIN MOGA MOGA DIPERMUDAHKAN I love you even more  hahahahhaa okey I'll change right now !!! Hehehehe thank yiu againss,aww thank you ainin sayang amin moga moga dipermudahkan i cinta you even more haha okey ill change right now hehe thank yiu againss,aww thank ainin sayang amin moga moga mudah cinta even more haha okey ill change right now hehe thank yiu againss
sadness,"bukan maksud membela diri,semua punya kesalahan. mungkin soal kerjaan,pertemanan dll. tp disaat pembelaan yg saya lakuin itu nyata adanya kenapa...... sudahlah!",bukan maksud membela dirisemua punya kesalahan mungkin soal kerjaanpertemanan dll tapi disaat pembelaan yang saya melakukan itu nyata adanya kenapa sudahlah,bukan maksud bela dirisemua punya salah mungkin soal kerjaanpertemanan saat bela laku nyata ada sudah
love,Bagaiman kabar jantung mbak-mbak yg megangin micnya? Udah bertahun tahun dr jaman gua sma tapi masih aja ngena heran gua semudah ini gua makin jatuh cinta sama canyol.,bagaiman kabar jantung mbakmbak yang megangin micnya sudah bertahun tahun dari jaman gua sama tapi masih saja ngena heran gua semudah ini gua makin jatuh cinta sama canyol,bagaiman kabar jantung mbakmbak megangin micnya tahun tahun jaman gua sama ngena heran gua mudah gua makin jatuh cinta sama canyol
anger,"Lagi ngoceh soal artis xx yg di follow masku..ya ngoceh dikit Temen kerja gue komentar ""haha kasian ya lu beli tiket mahal cuma salaman kaga di folbek"" I was like ""-_________-"" Pfftt Males ngobrol ama orang gblk emang",lagi mengoceh soal artis xx yang di follow maskuya mengoceh sedikit teman kerja gue komentar haha kasihan ya lu beli tiket mahal cuma salaman kagak di folbek i was like pfftt malas mengobrol sama orang gblk memang,oceh soal artis xx follow maskuya oceh sedikit teman kerja gue komentar haha kasihan lu beli tiket mahal cuma salam kagak folbek was like pfftt malas obrol sama orang gblk memang
happy,saking asiknya test organo gak sadar pabrik udah sepi dan kekunci di dalem untung aja masih ada sinyal buat ngabarin orang kantor~ udah gitu aja.,saking asiknya test organo enggak sadar pabrik sudah sepi dan kekunci di dalem untung saja masih ada sinyal buat ngabarin orang kantor sudah begitu saja,saking asiknya test organo enggak sadar pabrik sepi kunci dalem untung sinyal buat ngabarin orang kantor
love,"aku sayang semua mutualku, maap kalo belum bisa jadi mutual yang baik buat kalian, luv #TeenChoice #ChoiceFandom #BTSARMY",aku sayang semua mutualku maaf kalo belum bisa jadi mutual yang baik buat kalian luv,aku sayang semua mutualku maaf kalo jadi mutual baik buat kalian luv
happy,"Beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karna ia memiliki sahabat dan banyak teman .. Dari orang2 terdekatnya, ia tak pernah merasa kekurangan kasih sayang",beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karena ia memiliki sahabat dan banyak teman dari orang terdekatnya ia tak pernah merasa kekurangan kasih sayang,beberapa orang tetap nikmat hidup walaupun temu pasang milik sahabat banyak teman orang dekat tak pernah rasa kurang kasih sayang
anger,ih wowo saya pemaf kok tapi maaf saya pendendam tidak-ush minta akun kalau bwat di delcon picik otak lo!,ih wowo saya pemaf kok tapi maaf saya pendendam tidakush meminta akun kalau bwat di delcon picik otak lo,ih wowo pemaf kok maaf dendam tidakush minta akun kalau bwat delcon picik otak lo
happy,sore kak rica ^_^ sudah makan kan :d semangat terus ya kak :),sore kak rica sudah makan kan di semangat terus ya kak,sore kak rica makan kan semangat terus kak
happy,"Diucapin Happy Birthday sama bapak, heran2 gua kan udah lewat 3 bulan lalu. Ternyata berdasarkan kalender Hijriyah, tepat hari ini, 20 Ramadhan 1414 H gua lahir. Ok, i accept that",diucapin senang birthday sama bapak heran gua kan sudah lewat bulan lalu ternyata berdasarkan kalender hijriyah tepat hari ini ramadhan h gua lahir ok i accept that,diucapin senang birthday sama bapak heran gua kan lewat bulan lalu nyata dasar kalender hijriyah tepat hari ramadhan h gua lahir accept that
sadness,kamu apa kabar sayang,kamu apa kabar sayang,kamu apa kabar sayang
happy,"Keren!! Kira-kira masih ada nggak yg bilang Pak [USERNAME] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an",keren kirakira masih ada enggak yang bilang pak antiislam triliun hektar jadi kampus rujukan islam dunia sekelas alazhar belum lagi proyek ponpes madrasah masjid dan fasilitas ummat lain kalo ada yang masih bilang beliau an,keren kirakira enggak bilang pak antiislam triliun hektar jadi kampus rujuk islam dunia kelas alazhar proyek ponpes madrasah masjid fasilitas ummat kalo bilang beliau an
sadness,"Akhir2 ini merasa sendiri terus. Iya sih, gaada yg bisa diharapin. Masing2 punya kehidupan dan kesibukannya masing2. Sekedar utk cerita aja susah. Sahabat memang susah nyarinya. Jadi bersyukurlah yang punya sahabat dikalan happy dan susah namun mereka selalu ada disisi kita",akhir ini merasa sendiri terus iya sih enggak ada yang bisa diharapin masing punya kehidupan dan kesibukannya masing sekedar untuk cerita saja susah sahabat memang susah nyarinya jadi bersyukurlah yang punya sahabat dikalan senang dan susah namun mereka selalu ada disisi kita,akhir rasa sendiri terus iya sih enggak ada diharapin masing punya hidup sibuk masing dar cerita susah sahabat memang susah nyarinya jadi syukur punya sahabat dikalan senang susah selalu sisi
sadness,"Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha",kadang secapek itu juga buat menahan hati buat enggak blaming diri sendiri dan mengatai diri ini super bodoh dan mental tempetahurisol berasa gorengan yang ampasampas begitu tapi enggak boleh karena gimanapun juga diri ini sudah bekerja keras berusaha,kadang capek buat tahan hati buat enggak blaming diri sendiri katai diri super bodoh mental tempetahurisol asa goreng ampasampas enggak gimanapun diri kerja keras usaha
sadness,"Aku tidak membenco hujan sore itu, Aku hanya kecewa dia pergi saat mentari mulai bersinar. Lenyap. Seperti kisahku dan kamu~ #masihtentangJuni #ceritaKaa",aku tidak membenco hujan sore itu aku hanya kecewa dia pergi saat mentari mulai bersinar lenyap seperti kisahku dan kamu,aku membenco hujan sore aku kecewa pergi mentari mulai sinar lenyap kisah kamu
happy,"kami pemuda/i Indonesia BANGGA, Bahwa Indonesia mempunyai pemimpin2 hebat TAK SEKEDAR KATA TAPI TERLALU BANYAK TINDAKAN. Doa kami rakyat Indonesia semoga selalu jujur n bijaksana [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]",kami pemudai indonesia bangga bahwa indonesia mempunyai pemimpin hebat tak sekedar kata tapi terlalu banyak tindakan doa kami rakyat indonesia semoga selalu jujur n bijaksana,pemuda indonesia bangga indonesia punya pimpin hebat tak dar kata terlalu banyak tindak doa rakyat indonesia moga selalu jujur n bijaksana
sadness,"Dulu, dia nampak seperti seorang lelaki yang lurus, innocent, baik, tapi aku dah tertipu habis sebab dah buta dengan perasaan cinta dan sayang dekat dia :(",dulu dia menampak seperti seorang lelaki yang lurus innocent baik tapi aku deh tertipu habis sebab deh buta dengan perasaan cinta dan sayang dekat dia,dulu tampak orang lelaki lurus innocent baik aku deh tipu habis deh buta asa cinta sayang dekat
fear,"Hmm Thailand boleh juga tuh. Kebetulan saya suka wisata kuliner sih, tapi ngeri disana banyak yg gak halal, nanti malah gak makan apa2.",hmm thailand boleh juga tuh kebetulan saya suka wisata kuliner sih tapi ngeri disana banyak yang enggak halal nanti malah enggak makan apa,hmm thailand tuh betul suka wisata kuliner sih ngeri sana banyak enggak halal malah enggak makan apa
happy,[USERNAME] [USERNAME] gitu amat mukanya ahahaha kmrn kalo taehyung kan cuma 'oh kite menang lagi' ini jimin anjir hahahaha tengil bgt mukanya,begitu amat mukanya ahahaha kemarin kalo taehyung kan cuma oh kita menang lagi ini jimin anjir haha tengil banget mukanya,muka ahahaha kemarin kalo taehyung kan cuma menang jimin anjir haha tengil banget muka
